Nr	CID	TID	PID	x [micron]	y [micron]	t [sec]	c [idx]	I [val]	Len [micron]	D2S [micron]	D2R [micron]	D2P [micron]	v [micron/sec]	? [deg]	?? [deg]
198	1	13	5	15.101	10.24	0	2	9	0.972	0.61	NA	0.383	NA	-6.34	-119.539
199	1	14	1	19.032	13.03	0	2	46	0	0	NA	NA	NA	NA	NA
200	1	14	2	20.638	13.157	0	2	55	1.611	1.611	NA	1.611	NA	4.514	NA
201	1	14	3	20.934	13.622	0	2	0	2.162	1.992	NA	0.551	NA	57.529	53.015
202	1	14	4	21.822	13.326	0	2	9	3.098	2.805	NA	0.936	NA	-18.435	-75.964
203	1	14	5	21.695	13.41	0	2	0	3.25	2.69	NA	0.152	NA	146.31	164.745
204	1	14	6	20.977	13.41	0	2	37	3.969	1.981	NA	0.719	NA	180	33.69
205	1	14	7	21.484	13.622	0	2	0	4.519	2.522	NA	0.55	NA	22.62	-157.38
206	1	14	8	20.892	13.495	0	2	18	5.124	1.917	NA	0.605	NA	-167.905	169.475
207	1	15	1	10.747	10.198	0	2	55	0	0	NA	NA	NA	NA	NA
208	1	15	2	10.494	10.155	0	2	65	0.257	0.257	NA	0.257	NA	-170.538	NA
209	1	15	3	10.155	9.902	0	2	37	0.68	0.662	NA	0.423	NA	-143.13	27.408
210	1	15	4	8.887	10.282	0	2	18	2.004	1.862	NA	1.324	NA	163.301	-53.569
211	1	15	5	8.422	10.536	0	2	18	2.533	2.349	NA	0.53	NA	151.39	-11.911
212	1	16	1	12.818	7.577	0	2	9	0	0	NA	NA	NA	NA	NA
213	1	16	2	13.622	8.253	0	2	9	1.05	1.05	NA	1.05	NA	40.101	NA
214	1	16	3	13.917	8.422	0	2	46	1.391	1.387	NA	0.341	NA	29.745	-10.356
215	1	16	4	13.917	8.634	0	2	18	1.602	1.525	NA	0.211	NA	90	60.255
216	1	16	5	14.382	8.887	0	2	9	2.132	2.04	NA	0.53	NA	28.61	-61.39
217	1	16	6	14.298	9.352	0	2	37	2.604	2.311	NA	0.473	NA	100.305	71.694
218	1	17	1	13.241	8.887	0	2	9	0	0	NA	NA	NA	NA	NA
219	1	17	2	11.635	9.141	0	2	9	1.626	1.626	NA	1.626	NA	171.027	NA
220	1	17	3	10.409	9.268	0	2	74	2.859	2.858	NA	1.232	NA	174.094	3.066
221	1	17	4	10.113	9.31	0	2	46	3.157	3.156	NA	0.299	NA	171.87	-2.224
222	1	17	5	10.578	9.395	0	2	9	3.63	2.711	NA	0.473	NA	10.305	-161.565
223	1	17	6	10.029	9.352	0	2	27	4.181	3.246	NA	0.551	NA	-175.601	174.094
224	1	17	7	9.986	9.437	0	2	27	4.276	3.301	NA	0.095	NA	116.565	-67.834
225	1	17	8	10.113	9.521	0	2	46	4.428	3.192	NA	0.152	NA	33.69	-82.875
226	1	17	9	10.155	9.352	0	2	37	4.602	3.121	NA	0.174	NA	-75.964	-109.654
227	1	17	10	10.367	9.352	0	2	27	4.814	2.912	NA	0.211	NA	0	75.964
228	1	17	11	10.62	9.395	0	2	37	5.071	2.669	NA	0.257	NA	9.462	9.462
229	1	17	12	10.494	9.479	0	2	55	5.223	2.811	NA	0.152	NA	146.31	136.848
230	1	17	13	10.536	9.564	0	2	18	5.318	2.789	NA	0.095	NA	63.435	-82.875
231	1	17	14	10.578	9.564	0	2	46	5.36	2.748	NA	0.042	NA	0	-63.435
232	1	17	15	10.62	9.521	0	2	74	5.42	2.696	NA	0.06	NA	-45	-45
233	1	17	16	10.747	9.606	0	2	65	5.572	2.595	NA	0.152	NA	33.69	78.69
234	1	17	17	10.916	9.395	0	2	55	5.843	2.38	NA	0.271	NA	-51.34	-85.03
235	1	17	18	11.17	9.141	0	2	27	6.202	2.087	NA	0.359	NA	-45	6.34
236	1	18	1	10.24	10.832	0	2	0	0	0	NA	NA	NA	NA	NA
237	1	18	2	10.282	10.832	0	2	46	0.042	0.042	NA	0.042	NA	0	NA
238	1	18	3	10.113	10.832	0	2	9	0.211	0.127	NA	0.169	NA	180	180
239	1	18	4	10.24	10.409	0	2	65	0.653	0.423	NA	0.441	NA	-73.301	106.699
240	1	18	5	10.324	10.578	0	2	18	0.842	0.267	NA	0.189	NA	63.435	136.736
241	1	18	6	10.705	10.494	0	2	18	1.231	0.575	NA	0.39	NA	-12.529	-75.964
242	1	18	7	10.324	10.451	0	2	55	1.614	0.39	NA	0.383	NA	-173.66	-161.131
243	1	18	8	10.198	10.409	0	2	9	1.748	0.425	NA	0.134	NA	-161.565	12.095
244	1	19	1	12.649	13.326	0	2	65	0	0	NA	NA	NA	NA	NA
245	1	19	2	12.734	13.283	0	2	18	0.095	0.095	NA	0.095	NA	-26.565	NA
246	1	19	3	12.142	13.41	0	2	37	0.7	0.514	NA	0.605	NA	167.905	-165.53
247	1	19	4	12.1	13.748	0	2	37	1.041	0.693	NA	0.341	NA	97.125	-70.78
248	1	19	5	11.593	13.748	0	2	9	1.548	1.138	NA	0.507	NA	180	82.875
249	1	19	6	10.578	13.917	0	2	37	2.576	2.154	NA	1.028	NA	170.538	-9.462
250	1	19	7	9.859	13.917	0	2	46	3.295	2.852	NA	0.719	NA	180	9.462
251	1	19	8	9.902	13.579	0	2	18	3.636	2.759	NA	0.341	NA	-82.875	97.125
252	2	1	1	17.299	20.977	0	2	37	0	0	NA	NA	NA	NA	NA
253	2	1	2	17.595	20.977	0	2	74	0.296	0.296	NA	0.296	NA	0	NA
254	2	1	3	17.595	20.977	0	2	55	0.296	0.296	NA	0	NA	0	0
255	2	1	4	17.553	20.977	0	2	37	0.338	0.254	NA	0.042	NA	180	180
256	2	1	5	17.299	20.85	0	2	93	0.622	0.127	NA	0.284	NA	-153.435	26.565
257	2	1	6	17.384	20.892	0	2	18	0.716	0.12	NA	0.095	NA	26.565	180
258	2	1	7	17.299	20.892	0	2	83	0.801	0.085	NA	0.085	NA	180	153.435
259	2	1	8	17.257	20.892	0	2	46	0.843	0.095	NA	0.042	NA	180	0
260	2	1	9	17.214	20.892	0	2	18	0.885	0.12	NA	0.042	NA	180	0
261	2	1	10	17.257	20.934	0	2	18	0.945	0.06	NA	0.06	NA	45	-135
262	2	1	11	17.553	21.146	0	2	83	1.309	0.305	NA	0.364	NA	35.538	-9.462
263	2	1	12	17.679	21.146	0	2	65	1.436	0.416	NA	0.127	NA	0	-35.538
264	2	1	13	18.483	20.934	0	2	37	2.266	1.184	NA	0.83	NA	-14.744	-14.744
265	2	1	14	18.398	20.934	0	2	46	2.351	1.1	NA	0.085	NA	180	-165.256
266	2	1	15	18.356	20.934	0	2	93	2.393	1.058	NA	0.042	NA	180	0
267	2	1	16	18.229	20.807	0	2	83	2.572	0.945	NA	0.179	NA	-135	45
268	2	1	17	18.736	20.681	0	2	74	3.095	1.467	NA	0.523	NA	-14.036	120.964
269	2	1	18	18.483	21.188	0	2	46	3.662	1.202	NA	0.567	NA	116.565	130.601
270	2	3	1	18.652	19.666	0	2	167	0	0	NA	NA	NA	NA	NA
271	2	3	2	17.679	20.258	0	2	83	1.138	1.138	NA	1.138	NA	148.671	NA
272	2	3	3	17.975	19.666	0	2	46	1.8	0.676	NA	0.662	NA	-63.435	147.894
273	2	3	4	18.229	19.877	0	2	121	2.13	0.473	NA	0.33	NA	39.806	103.241
274	2	3	5	18.229	19.877	0	2	121	2.13	0.473	NA	0	NA	0	-39.806
275	2	3	6	18.525	19.835	0	2	130	2.429	0.211	NA	0.299	NA	-8.13	-8.13
276	2	3	7	18.483	19.835	0	2	111	2.471	0.239	NA	0.042	NA	180	-171.87
277	2	3	8	18.567	20.342	0	2	149	2.985	0.682	NA	0.514	NA	80.538	-99.462
278	2	3	9	18.525	20.3	0	2	139	3.045	0.647	NA	0.06	NA	-135	144.462
279	2	3	10	18.313	20.342	0	2	158	3.261	0.756	NA	0.216	NA	168.69	-56.31
280	2	3	11	18.44	19.92	0	2	130	3.702	0.33	NA	0.441	NA	-73.301	118.009
281	2	3	12	18.44	19.92	0	2	121	3.702	0.33	NA	0	NA	0	73.301
282	2	3	13	18.356	19.92	0	2	149	3.786	0.39	NA	0.085	NA	180	180
283	2	3	14	18.271	19.92	0	2	121	3.871	0.457	NA	0.085	NA	180	0
284	2	3	15	18.44	19.793	0	2	130	4.082	0.246	NA	0.211	NA	-36.87	143.13
285	2	3	16	18.313	19.751	0	2	102	4.216	0.349	NA	0.134	NA	-161.565	-124.695
286	2	3	17	18.525	19.624	0	2	121	4.463	0.134	NA	0.246	NA	-30.964	130.601
287	2	3	18	18.44	20.004	0	2	130	4.852	0.399	NA	0.39	NA	102.529	133.493
288	2	3	19	18.652	19.92	0	2	111	5.08	0.254	NA	0.228	NA	-21.801	-124.33
289	2	3	20	18.525	19.92	0	2	65	5.207	0.284	NA	0.127	NA	180	-158.199
290	2	3	21	18.525	19.92	0	2	65	5.207	0.284	NA	0	NA	0	-180
291	2	3	22	18.525	19.92	0	2	102	5.207	0.284	NA	0	NA	0	0
292	2	3	23	18.736	19.751	0	2	46	5.477	0.12	NA	0.271	NA	-38.66	-38.66
293	2	3	24	18.821	19.708	0	2	65	5.572	0.174	NA	0.095	NA	-26.565	12.095
294	2	3	25	18.483	19.962	0	2	83	5.995	0.341	NA	0.423	NA	143.13	169.695
295	2	3	26	18.694	19.877	0	2	74	6.222	0.216	NA	0.228	NA	-21.801	-164.932
